Mod:Item:MetaData, Localized Name
OpenComputers:item:92, Tablet Case (Tier 2)
OpenComputers:item:93, Tablet Case (Creative)
OpenComputers:item:41, Remote Terminal
OpenComputers:item:108, Terminal Server
OpenComputers:item:97, Texture Picker
OpenComputers:item:23, Transistor
OpenComputers:item:49, Angel Upgrade
OpenComputers:item:63, Battery Upgrade (Tier 1)
OpenComputers:item:64, Battery Upgrade (Tier 2)
OpenComputers:item:65, Battery Upgrade (Tier 3)
OpenComputers:item:62, Chunkloader Upgrade
OpenComputers:item:57, Card Container (Tier 1)
OpenComputers:item:58, Card Container (Tier 2)
OpenComputers:item:59, Card Container (Tier 3)
OpenComputers:item:54, Upgrade Container (Tier 1)
OpenComputers:item:55, Upgrade Container (Tier 2)
OpenComputers:item:56, Upgrade Container (Tier 3)
OpenComputers:item:14, Crafting Upgrade
OpenComputers:item:78, Database Upgrade (Tier 1)
OpenComputers:item:79, Database Upgrade (Tier 2)
OpenComputers:item:80, Database Upgrade (Tier 3)
OpenComputers:item:52, Experience Upgrade
OpenComputers:item:15, Generator Upgrade
OpenComputers:item:99, Hover Upgrade (Tier 1)
OpenComputers:item:100, Hover Upgrade (Tier 2)
OpenComputers:item:53, Inventory Upgrade
OpenComputers:item:61, Inventory Controller Upgrade
OpenComputers:item:85, Leash Upgrade
OpenComputers:item:112, MFU
OpenComputers:item:36, Navigation Upgrade
OpenComputers:item:75, Piston Upgrade
OpenComputers:item:35, Sign I/O Upgrade
OpenComputers:item:34, Solar Generator Upgrade
OpenComputers:item:76, Tank Upgrade
OpenComputers:item:77, Tank Controller Upgrade
OpenComputers:item:67, Tractor Beam Upgrade
OpenComputers:item:110, Trading Upgrade
OpenComputers:item:13, Wireless Network Card
OpenComputers:item:84, Crecopter
OpenComputers:item:0, Microcontroller
OpenComputers:item:0, Creatix
OpenComputers:item:68, Tablet
OpenComputers:item:0, Hover Boots
OpenComputers:item:0, EEPROM (Lua BIOS)
OpenComputers:eeprom, EEPROM
OpenComputers:wrench, Scrench
OpenComputers:hoverBoots, Hover Boots
RandomThings:biomeCapsule, Biome Capsule
RandomThings:biomePainter:0, Biome Painter
RandomThings:whitestone:0, White Stone [Uncharged]
RandomThings:whitestone:1, White Stone [Charged]
RandomThings:magneticForce, Magnetic Force
RandomThings:voidStone, Void Stone
RandomThings:dropFilter:0, Drop Filter
RandomThings:dropFilter:1, Voiding Drop Filter
RandomThings:enderLetter:0, Ender Letter
RandomThings:spectreKey, Spectre Key
RandomThings:opSpectreKey, Op Spectre Key
RandomThings:spectreHelmet, Spectre Helmet
RandomThings:spectreChestplate, Spectre Chestplate
RandomThings:spectreLeggings, Spectre Leggings
RandomThings:spectreBoots, Spectre Boots
RandomThings:spectreSword, Spectre Sword
RandomThings:spiritBinder, Spirit Binder
RandomThings:imbue:0, Flask of Poison
RandomThings:imbue:1, Flask of Experience
RandomThings:imbue:2, Flask of Fire
RandomThings:imbue:3, Flask of Withering
RandomThings:imbue:4, Flask of Weakness
RandomThings:imbue:5, Flask of Spectre
RandomThings:bloodStone, Bloodstone
RandomThings:creativeSword, Creative Sword
RandomThings:creativeGrower, Creative Grower
RandomThings:creativeChestGenerator, Creative Chest Generator
RandomThings:soundRecorder, Sound Recorder
RandomThings:ginto:0, Empty Ginto
RandomThings:ginto:1, Filled Ginto
RandomThings:ingredient:0, Player Core
RandomThings:ingredient:1, Obsidian Stick
RandomThings:ingredient:2, Ender Fragment
RandomThings:ingredient:3, Ectoplasm
RandomThings:ingredient:4, Spectre Iron
RandomThings:ingredient:5, Transformation Core
RandomThings:ingredient:6, Ender Diamond
RandomThings:ingredient:7, Energized Water
RandomThings:filter:0, Block Filter
RandomThings:filter:1, Item Filter
RandomThings:filter:2, Entity Filter
RandomThings:filter:3, Position Filter
ReactorCraft:reactorcraft_item_waste:0, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:1, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:2, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:3, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:4, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:5, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:6, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:7, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:8, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:9, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:10, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:11, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:12, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:13, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:14, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:15, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:16, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:17, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:18, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:19, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:20, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:21, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:22, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:23, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:24, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:25, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:26, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:27, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:28, Nuclear Waste
ReactorCraft:reactorcraft_item_fuel:0, Uranium Fuel Pellet (Fresh)
ReactorCraft:reactorcraft_item_depleted, item.item.depleted.name
ReactorCraft:reactorcraft_item_placer:0, Fuel Core
ReactorCraft:reactorcraft_item_placer:1, Control Rod
ReactorCraft:reactorcraft_item_placer:2, Coolant Cell
ReactorCraft:reactorcraft_item_placer:3, Central Control
ReactorCraft:reactorcraft_item_placer:4, Turbine
ReactorCraft:reactorcraft_item_placer:5, Condenser
ReactorCraft:reactorcraft_item_placer:6, Steam Line
ReactorCraft:reactorcraft_item_placer:7, Centrifugal Fluid Extractor
ReactorCraft:reactorcraft_item_placer:8, Isotope Centrifuge
ReactorCraft:reactorcraft_item_placer:9, Uranium Processor
ReactorCraft:reactorcraft_item_placer:10, Spent Fuel Container
ReactorCraft:reactorcraft_item_placer:11, Steam Boiler
ReactorCraft:reactorcraft_item_placer:12, Steam Grate
ReactorCraft:reactorcraft_item_placer:13, Pressurizer
ReactorCraft:reactorcraft_item_placer:14, Ammonia Synthesizer
ReactorCraft:reactorcraft_item_placer:15, Toroid Magnet
ReactorCraft:reactorcraft_item_placer:16, Electrolyzer
ReactorCraft:reactorcraft_item_placer:17, Neutron Irradiation Chamber
ReactorCraft:reactorcraft_item_placer:18, Breeder Reactor Core
ReactorCraft:reactorcraft_item_placer:19, Sodium Heater
ReactorCraft:reactorcraft_item_placer:20, Heat Exchanger
ReactorCraft:reactorcraft_item_placer:21, Nuclear Waste Disposal Drum
ReactorCraft:reactorcraft_item_placer:22, Fusion Plasma Injector
ReactorCraft:reactorcraft_item_placer:23, Hydrogen Preheater
ReactorCraft:reactorcraft_item_placer:24, Gas Duct
ReactorCraft:reactorcraft_item_placer:25, Magnetic Containment Pipe
ReactorCraft:reactorcraft_item_placer:26, Neutron Absorber
ReactorCraft:reactorcraft_item_placer:27, Solenoid Magnet
ReactorCraft:reactorcraft_item_placer:28, Gas Collector
ReactorCraft:reactorcraft_item_placer:29, Pebble Bed Reactor Core
ReactorCraft:reactorcraft_item_placer:30, Carbon Dioxide Heat Exchanger
ReactorCraft:reactorcraft_item_placer:31, Turbine Flywheel
ReactorCraft:reactorcraft_item_placer:32, Neutron Reflector
ReactorCraft:reactorcraft_item_placer:33, Turbine Generator
ReactorCraft:reactorcraft_item_placer:34, Tokamak Blueprint Highlighter
ReactorCraft:reactorcraft_item_placer:35, Turbine Dynamometer
ReactorCraft:reactorcraft_item_placer:36, High-Pressure Turbine
ReactorCraft:reactorcraft_item_placer:37, Steam Diffuser
ReactorCraft:reactorcraft_item_placer:38, Thorium Fuel Core
ReactorCraft:reactorcraft_item_placer:39, Nuclear Waste Duct
ReactorCraft:reactorcraft_item_placer:40, Fuel Dump Valve
ReactorCraft:reactorcraft_item_placer:41, Solar Tower Sodium Heat Exchanger
ReactorCraft:reactorcraft_item_placer:42, Solar Tower Sodium Cycler
ReactorCraft:reactorcraft_item_placer:43, machine.miniturbine
ReactorCraft:reactorcraft_item_placer:44, Heat Pipe
ReactorCraft:reactorcraft_item_bucket, item.item.heavybucket.name
ReactorCraft:reactorcraft_item_raw:0, Hydrogen Fluoride
ReactorCraft:reactorcraft_item_raw:1, Enriched Uranium Dust
ReactorCraft:reactorcraft_item_raw:2, Depleted Uranium Dust
ReactorCraft:reactorcraft_item_raw:3, Ammonium Chloride
ReactorCraft:reactorcraft_item_raw:4, Quicklime
ReactorCraft:reactorcraft_item_raw:5, Calcite Crystal
ReactorCraft:reactorcraft_item_raw:6, Lodestone
ReactorCraft:reactorcraft_item_raw:7, Thorium Dust
ReactorCraft:reactorcraft_item_raw:8, Emerald Dust
ReactorCraft:reactorcraft_item_raw:9, Unprocessed Nuclear Waste
ReactorCraft:reactorcraft_item_fluorite:0, Blue Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:1, Pink Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:2, Orange Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:3, Magenta Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:4, Green Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:5, Red Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:6, White Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:7, Yellow Fluorite Crystal
ReactorCraft:reactorcraft_item_ingots:0, Raw Uranium Ingot
ReactorCraft:reactorcraft_item_ingots:1, Cadmium Ingot
ReactorCraft:reactorcraft_item_ingots:2, Indium Ingot
ReactorCraft:reactorcraft_item_ingots:3, Silver Ingot
ReactorCraft:reactorcraft_item_ingots:5, item.ammonium
ReactorCraft:reactorcraft_item_ingots:6, item.calcite
ReactorCraft:reactorcraft_item_canister:0, Empty Canister
ReactorCraft:reactorcraft_item_canister:1, Uranium Hexafluoride Canister
ReactorCraft:reactorcraft_item_canister:2, Hydrofluoric Acid Canister
ReactorCraft:reactorcraft_item_canister:3, Ammonia Canister
ReactorCraft:reactorcraft_item_canister:4, Sodium Canister
ReactorCraft:reactorcraft_item_canister:5, Deuterium Canister
ReactorCraft:reactorcraft_item_canister:6, Tritium Canister
ReactorCraft:reactorcraft_item_canister:7, Chlorine Canister
ReactorCraft:reactorcraft_item_canister:8, Oxygen Canister
ReactorCraft:reactorcraft_item_canister:9, Carbon Dioxide Canister
ReactorCraft:reactorcraft_item_canister:10, Hot Carbon Dioxide Canister
ReactorCraft:reactorcraft_item_canister:11, Hot Sodium Canister
ReactorCraft:reactorcraft_item_canister:12, Lithium Canister
ReactorCraft:reactorcraft_item_canister:13, Lithium Beryllium Fluoride Canister
ReactorCraft:reactorcraft_item_canister:14, Hot Lithium Beryllium Fluoride Canister
ReactorCraft:reactorcraft_item_canister:15, Thorium Fuel Canister
ReactorCraft:reactorcraft_item_goggles, item.item.goggles.name
ReactorCraft:reactorcraft_item_crafting:0, Fuel Canister
ReactorCraft:reactorcraft_item_crafting:1, Absorption Rod
ReactorCraft:reactorcraft_item_crafting:2, Obsidian Tank
ReactorCraft:reactorcraft_item_crafting:3, Cd-In-Ag Alloy Ingot
ReactorCraft:reactorcraft_item_crafting:4, Hardened Backing Panel
ReactorCraft:reactorcraft_item_crafting:5, Ferromagnetic Plate
ReactorCraft:reactorcraft_item_crafting:6, Magnetic Core
ReactorCraft:reactorcraft_item_crafting:7, Coolant Pack
ReactorCraft:reactorcraft_item_crafting:8, Gold Wiring
ReactorCraft:reactorcraft_item_crafting:9, Neutron Shielding
ReactorCraft:reactorcraft_item_crafting:10, Ferromagnetic Ingot
ReactorCraft:reactorcraft_item_crafting:11, Hysteresis Plate
ReactorCraft:reactorcraft_item_crafting:12, Hysteresis Ring
ReactorCraft:reactorcraft_item_crafting:13, Graphite
ReactorCraft:reactorcraft_item_crafting:14, Uranium Dust
ReactorCraft:reactorcraft_item_crafting:15, Radiation-Shielding Fabric
ReactorCraft:reactorcraft_item_crafting:16, Tungsten Carbide Flakes
ReactorCraft:reactorcraft_item_crafting:17, Tungsten Carbide Ingot
ReactorCraft:reactorcraft_item_crafting:18, Steam Turbine Core
ReactorCraft:reactorcraft_item_plutonium:0, Plutonium Fuel Pellet (Fresh)
ReactorCraft:reactorcraft_item_breederfuel:0, Breeder Reactor Fuel (0% Converted)
ReactorCraft:reactorcraft_item_cleanup, item.item.cleaner.name
ReactorCraft:reactorcraft_item_magnet:0, Permanent Magnet (1.000 mT)
ReactorCraft:reactorcraft_item_magnet:1, Permanent Magnet (4.000 mT)
ReactorCraft:reactorcraft_item_magnet:2, Permanent Magnet (16.000 mT)
ReactorCraft:reactorcraft_item_magnet:3, Permanent Magnet (64.000 mT)
ReactorCraft:reactorcraft_item_magnet:4, Permanent Magnet (256.000 mT)
ReactorCraft:reactorcraft_item_magnet:5, Permanent Magnet (1.024 T)
ReactorCraft:reactorcraft_item_magnet:6, Permanent Magnet (4.096 T)
ReactorCraft:reactorcraft_item_magnet:7, Permanent Magnet (16.384 T)
ReactorCraft:reactorcraft_item_remote, item.item.remotecpu.name
ReactorCraft:reactorcraft_item_pellet:0, TRISO Fuel Pellet (Fresh)
ReactorCraft:reactorcraft_item_oldpellet, item.item.depletedpellet.name
ReactorCraft:reactorcraft_item_book, item.item.reactorbook.name
ReactorCraft:reactorcraft_item_hazhelmet, item.item.hazhelmet.name
ReactorCraft:reactorcraft_item_hazchest, item.item.hazchest.name
ReactorCraft:reactorcraft_item_hazlegs, item.item.hazlegs.name
ReactorCraft:reactorcraft_item_hazboots, item.item.hazboots.name
ReactorCraft:reactorcraft_item_geiger, item.item.geiger.name
ReactorCraft:reactorcraft_item_ironfinder, item.item.ironfinder.name
xreliquary:alkahest_tome:0, Tome of Alkahestry
xreliquary:angelheart_vial, Angelheart Vial
xreliquary:angelic_feather, Angelic Feather
xreliquary:attraction_potion:0, Aphrodite's Serum
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:destruction_catalyst:0, Destruction Catalyst
xreliquary:emperor_chalice:0, Emperor's Chalice
xreliquary:ender_staff:0, Ender Staff
xreliquary:fertile_potion:0, Fertile Potion
xreliquary:fortune_coin, Coin of Fortune
xreliquary:glacial_staff:0, Glacial Staff
xreliquary:glowing_bread, Glowing Bread
xreliquary:glowing_water, Glowing Water
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, Hunter's Handgun
xreliquary:harvest_rod:0, §2Harvest Rod
xreliquary:heart_pearl:0, §cZombie Pearl
xreliquary:heart_pearl:1, §fSkeleton Pearl
xreliquary:heart_pearl:2, §8Wither Skeleton Pearl
xreliquary:heart_pearl:3, §aCreeper Pearl
xreliquary:heart_zhu:0, §cZombie Nian Zhu
xreliquary:heart_zhu:1, §fSkeleton Nian Zhu
xreliquary:heart_zhu:2, §8Wither Skeleton Nian Zhu
xreliquary:heart_zhu:3, §aCreeper Nian Zhu
xreliquary:hero_medallion:0, Hero's Medallion
xreliquary:holy_hand_grenade, Holy Hand Grenade
xreliquary:ice_magus_rod:0, Ice Magus Rod
xreliquary:infernal_chalice:0, Infernal Chalice
xreliquary:infernal_claws, {{!colors.red}}Infernal Claws
xreliquary:infernal_tear:0, §4Infernal Tear
xreliquary:kraken_shell, Kraken Shell
xreliquary:lantern_of_paranoia:0, §eLantern Of Paranoia
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:magicbane, Magicbane
xreliquary:mercy_cross, Cross of Mercy
xreliquary:midas_touchstone:0, Touchstone of Midas
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:phoenix_down, Phoenix Down
xreliquary:potion_essence, Potion Essence
xreliquary:pyromancer_staff:0, §4Pyromancer's Staff
xreliquary:rending_gale:0, §eRending Gale
xreliquary:rod_of_lyssa, Rod of Lyssa
xreliquary:salamander_eye, Salamander's Eye
xreliquary:serpent_staff, {{!colors.green}}Serpent Staff
xreliquary:shears_of_winter, Shears of Winter
xreliquary:sojourner_staff:0, Sojourner's Staff
xreliquary:twilight_cloak:0, Twilight Cloak
xreliquary:void_tear:0, Void Tear
xreliquary:void_tear_empty, Empty Void Tear
xreliquary:witch_hat, {{!colors.yellow}}Witch Hat
xreliquary:witherless_rose, Witherless Rose
xreliquary:potion, Condensed Potion
rftools:shapeCardItem:0, Shape Card
rftools:shapeCardItem:1, Shape Card (Void)
rftools:shapeCardItem:2, Shape Card (Quarry)
rftools:shapeCardItem:3, Shape Card (Silk Quarry)
rftools:shapeCardItem:4, Shape Card (Fortune Quarry)
rftools:shapeCardItem:5, Shape Card (Clearing Quarry)
rftools:shapeCardItem:6, Shape Card (Clearing Silk Quarry)
rftools:shapeCardItem:7, Shape Card (Clearing Fortune Quarry)
rftools:smartWrenchItem, Smart Wrench
rftools:networkMonitorItem, RF Network Monitor
rftools:rfToolsManualItem, RFTools Manual
rftools:rfToolsManualDimensionItem, RFTools Dimension Manual
rftools:developersDelightItem, Developers Delight
rftools:shardWandItem, Shard Wand
rftools:spaceChamberCardItem, Space Chamber Card
rftools:teleportProbeItem, Teleporter Probe
rftools:chargedPorterItem, Charged Porter
rftools:advancedChargedPorterItem, Advanced Charged Porter
rftools:regenerationEModuleItem, Regeneration Module
rftools:regenerationPlusEModuleItem, Regeneration Plus Module
rftools:speedEModuleItem, Speed Module
rftools:speedPlusEModuleItem, Speed Plus Module
rftools:hasteEModuleItem, Haste Module
rftools:hastePlusEModuleItem, Haste Plus Module
rftools:saturationEModuleItem, Saturation Module
rftools:saturationPlusEModuleItem, Saturation Plus Module
rftools:featherFallingEModuleItem, Feather Falling Module
rftools:featherFallingPlusEModuleItem, Feather Falling Plus Module
rftools:flightEModuleItem, Flight Module
rftools:peacefulEModuleItem, Peaceful Module
rftools:waterBreathingEModuleItem, Water Breathing Module
rftools:nightVisionEModuleItem, Night Vision Module
rftools:blindnessEModuleItem, Blindness Module
rftools:weaknessEModuleItem, Weakness Module
rftools:poisonEModuleItem, Poison Module
rftools:slownessEModuleItem, Slowness Module
rftools:textModuleItem, Text Module
rftools:inventoryModuleItem, Inventory Module
rftools:inventoryPlusModuleItem, Inventory Plus Module
rftools:energyModuleItem, Energy Module
rftools:energyPlusModuleItem, Energy Plus Module
rftools:dimensionModuleItem, Dimension Module
rftools:clockModuleItem, Clock Module
rftools:fluidModuleItem, Fluid Module
rftools:fluidPlusModuleItem, Fluid Plus Module
rftools:counterModuleItem, Counter Module
rftools:counterPlusModuleItem, Counter Plus Module
rftools:redstoneModuleItem, Redstone Module
rftools:machineInformationModuleItem, Machine Information Module
rftools:computerModuleItem, Computer Module
rftools:buttonModuleItem, Button Module
rftools:unknownDimlet, Unknown Dimlet
rftools:dimletTemplate, Dimlet Template
rftools:emptyDimensionTab, Empty Dimension Tab
rftools:realizedDimensionTab, Realized Dimension Tab
rftools:dimensionMonitorItem, Dimension Monitor
rftools:phasedFieldGeneratorItem, Phased Field Generator
rftools:dimensionalShardItem, Dimensional Shard
rftools:infusedDiamondItem, Infused Diamond
rftools:dimletBaseItem, Dimlet Base Part
rftools:dimletControlCircuitItem:0, Dimlet Control Circuit Rarity 0
rftools:dimletControlCircuitItem:1, Dimlet Control Circuit Rarity 1
rftools:dimletControlCircuitItem:2, Dimlet Control Circuit Rarity 2
rftools:dimletControlCircuitItem:3, Dimlet Control Circuit Rarity 3
rftools:dimletControlCircuitItem:4, Dimlet Control Circuit Rarity 4
rftools:dimletControlCircuitItem:5, Dimlet Control Circuit Rarity 5
rftools:dimletControlCircuitItem:6, Dimlet Control Circuit Rarity 6
rftools:dimletEnergyModuleItem:0, Dimlet Basic Energy Module
rftools:dimletEnergyModuleItem:1, Dimlet Regular Energy Module
rftools:dimletEnergyModuleItem:2, Dimlet Advanced Energy Module
rftools:dimletMemoryUnitItem:0, Dimlet Basic Memory Unit
rftools:dimletMemoryUnitItem:1, Dimlet Regular Memory Unit
rftools:dimletMemoryUnitItem:2, Dimlet Advanced Memory Unit
rftools:dimletTypeControllerItem:0, Dimlet Biome Type Controller
rftools:dimletTypeControllerItem:2, Dimlet Liquid Type Controller
rftools:dimletTypeControllerItem:3, Dimlet Material Type Controller
rftools:dimletTypeControllerItem:4, Dimlet Mob Type Controller
rftools:dimletTypeControllerItem:5, Dimlet Sky Type Controller
rftools:dimletTypeControllerItem:6, Dimlet Structure Type Controller
rftools:dimletTypeControllerItem:7, Dimlet Terrain Type Controller
rftools:dimletTypeControllerItem:8, Dimlet Feature Type Controller
rftools:dimletTypeControllerItem:9, Dimlet Time Type Controller
rftools:dimletTypeControllerItem:11, Dimlet Effect Type Controller
rftools:dimletTypeControllerItem:12, Dimlet Special Type Controller
rftools:dimletTypeControllerItem:13, Dimlet Controller Type Controller
